"Gene","GeneSet","Median_Tumor","Median_Normal","LogFC","p_value","adj_p"
"ATP6V0B","GSE3982_MEMORY_CD4_TCELL_VS_TH1_DN",12.8904664215735,11.5717651840673,1.3187012375062,1.07983915764411e-53,8.90867305056392e-53
"ATP6V0D2","GSE27859_DC_VS_CD11C_INT_F480_HI_MACROPHAGE_DN",5.55798383990652,4.40106305279009,1.15692078711643,2.97971425991856e-14,5.88493566333916e-14
"ATP8A1","GSE37605_FOXP3_FUSION_GFP_VS_IRES_GFP_TREG_C57BL6_DN",9.4032845027527,10.4767029917376,-1.0734184889849,8.72449207024261e-22,1.98596990546312e-21
"ATP8B4","GSE22313_HEALTHY_VS_SLE_MOUSE_CD4_TCELL_DN",7.75840722345326,8.97695245499484,-1.21854523154158,8.94442407413174e-31,2.29344207029019e-30
"AUNIP","GSE15750_DAY6_VS_DAY10_TRAF6KO_EFF_CD8_TCELL_UP",7.65585250302109,5.94691190655275,1.70894059646834,2.28973465341675e-51,5.58471866687011e-51
"AURKA","GARCIA_PINERES_PBMC_HPV_16_L1_VLP_AGE_18_25YO_12MO_CORRELATED_WITH_ANTIBODY_RESPONSE_POSITIVE",10.1988830898111,7.30246923984077,2.89641384997033,2.39275638284061e-62,2.51239420198264e-61
"AURKB","HOWARD_NK_CELL_INACT_MONOV_INFLUENZA_A_INDONESIA_05_2005_H5N1_AGE_18_49YO_3DY_UP",9.0961835650986,6.17421988113751,2.92196368396109,1.1879812336745e-57,2.375962467349e-57
"AVPI1","GSE4590_SMALL_VS_LARGE_PRE_BCELL_DN",8.88533065637046,9.92578458132645,-1.04045392495599,1.80361854791242e-29,6.71113878292995e-29
"AVPR1A","GSE28726_NAIVE_CD4_TCELL_VS_NAIVE_VA24NEG_NKTCELL_UP",8.23753667550309,9.72364485982017,-1.48610818431708,1.37979082483158e-36,4.45093814461801e-36
"AVPR2","HOEK_NK_CELL_2011_2012_TIV_7D_VS_0DY_ADULT_7D_DN",5.43410242621414,8.4418141693948,-3.00771174318066,2.18561808267074e-57,1.0381685892686e-56
"AZGP1P1","GSE41867_DAY6_VS_DAY15_LCMV_CLONE13_EFFECTOR_CD8_TCELL_UP",7.95643704264575,6.75676957511666,1.19966746752909,1.57000733231805e-09,2.90451356478839e-09
"B3GALT1","GSE42021_TCONV_PLN_VS_CD24LO_TCONV_THYMUS_DN",4.24641996418493,7.38202173432868,-3.13560177014375,2.25906788302742e-57,4.49554508722456e-56
"B3GALT5","GSE18281_PERIMEDULLARY_CORTICAL_REGION_VS_WHOLE_CORTEX_THYMUS_UP",8.81931440349949,9.91030018048883,-1.09098577698934,0.000558694817341319,0.000698368521676648
"B3GALT5-AS1","GSE11864_UNTREATED_VS_CSF1_IN_MAC_DN",6.32965821398095,7.53101879269719,-1.20136057871624,5.0077134414187e-05,6.99659253871974e-05
"B3GAT1","GSE17721_CTRL_VS_LPS_1H_BMDC_DN",5.33517453772608,7.65672403726396,-2.32154949953788,4.58894452241826e-28,1.39080318602523e-27
"B3GAT1-DT","GSE11057_NAIVE_VS_CENT_MEMORY_CD4_TCELL_UP",3.76944778704732,6.55034033036234,-2.78089254331502,8.27342555555568e-32,5.97525179012355e-31
"B3GNT3","GSE18281_PERIMEDULLARY_CORTICAL_REGION_VS_WHOLE_CORTEX_THYMUS_UP",7.07779958176336,8.82975533994708,-1.75195575818372,2.38194825666975e-12,4.17885659064868e-12
"B3GNT5","HARALAMBIEVA_PBMC_M_M_R_II_AGE_13_16YO_STIMULATED_VS_UNSTIMULATED_3_TO_7YR_POST_TOP_DEG_UP",7.80340411566992,9.45653696665237,-1.65313285098245,3.2305988465608e-27,6.78425757777768e-27
"B4GALNT3","GSE34156_UNTREATED_VS_24H_NOD2_LIGAND_TREATED_MONOCYTE_UP",10.4374351642327,9.12270787214054,1.31472729209216,1.33526358763074e-19,3.70685115372115e-19
"B4GALNT4","GSE8685_IL2_ACT_IL2_STARVED_VS_IL21_ACT_IL2_STARVED_CD4_TCELL_UP",10.5474863714157,8.87208204528325,1.67540432613245,6.56776368195377e-39,3.48290498285427e-38
"B4GALT3","TSANG_PBMC_FLUVIRIN_PANDEMRIX_ADULT_CORR_WITH_CELL_FREQ_CD27HI_CD38HI_CD20_NEG_PLASMABLASTS_AND_CD38PLUS_OF_IGD_CD27PLUS_MEM_B_CELLS_7DY_POSITIVE",11.9904739293343,10.8874371236473,1.103036805687,1.89400877802679e-53,9.23329279288063e-53
"B4GALT6","GSE5589_WT_VS_IL6_KO_LPS_AND_IL10_STIM_MACROPHAGE_180MIN_UP",7.52184047910259,8.75073995596953,-1.22889947686694,9.92899125057272e-41,5.33030056609694e-40
"BAALC","GSE1460_NAIVE_CD4_TCELL_ADULT_BLOOD_VS_THYMIC_STROMAL_CELL_DN",6.25414529009518,8.12900244139158,-1.8748571512964,2.77722941901718e-33,1.12789521302943e-32
"BACH2","GSE37532_WT_VS_PPARG_KO_VISCERAL_ADIPOSE_TISSUE_TREG_UP",7.97020635372323,9.56026673092499,-1.59006037720176,3.06844628618492e-43,9.64368832800975e-43
"BANK1","FOURATI_BLOOD_TWINRIX_AGE_65_81Y0_RESPONDERS_VS_POOR_RESPONDERS_TRAINING_SET_0DY_NETWORK_INFERENCE_UP",6.47459718842901,8.17246831051219,-1.69787112208318,5.83708950198235e-23,1.02149066284691e-22
"BARD1","GSE39556_CD8A_DC_VS_NK_CELL_MOUSE_3H_POST_POLYIC_INJ_UP",9.96087929027613,8.92754728822434,1.03333200205179,6.96443264594883e-39,1.64990725779026e-38
"BARX2","GSE37301_HEMATOPOIETIC_STEM_CELL_VS_COMMON_LYMPHOID_PROGENITOR_UP",9.81146636518833,11.0340993064901,-1.22263294130177,2.92269544552713e-09,4.82987806676093e-09
"BASP1","GSE40666_WT_VS_STAT1_KO_CD8_TCELL_WITH_IFNA_STIM_90MIN_DN",10.9045126350368,9.80856308977361,1.09594954526319,8.73523173764325e-24,1.91983115113039e-23
"BATF","GSE36476_CTRL_VS_TSST_ACT_40H_MEMORY_CD4_TCELL_YOUNG_DN",9.29294758949333,7.99568080064889,1.29726678884444,5.40261408279016e-21,9.0800236685549e-21
"BATF","GSE36476_CTRL_VS_TSST_ACT_72H_MEMORY_CD4_TCELL_YOUNG_DN",9.29294758949333,7.99568080064889,1.29726678884444,5.40261408279016e-21,9.0800236685549e-21
"BAX","GSE24634_IL4_VS_CTRL_TREATED_NAIVE_CD4_TCELL_DAY7_UP",11.0904101267382,10.0550026421689,1.0354074845693,1.70561269009103e-44,6.25391319700042e-44
"BBC3","GSE13547_2H_VS_12_H_ANTI_IGM_STIM_ZFX_KO_BCELL_DN",9.32222734667426,8.0788914157878,1.24333593088646,3.13271635321904e-30,7.89989341246541e-30
"BBOX1","GSE21063_CTRL_VS_ANTI_IGM_STIM_BCELL_16H_UP",6.62380571370498,10.4463466903485,-3.82254097664352,2.12044147909199e-37,7.36574408526691e-37
"BCAS1","GSE7509_UNSTIM_VS_IFNA_STIM_IMMATURE_DC_UP",10.2680705290513,8.6606009480364,1.6074695810149,3.09466327011129e-14,5.43083064068551e-14
"BCAS4","GSE21063_CTRL_VS_ANTI_IGM_STIM_BCELL_NFATC1_KO_8H_DN",10.5469557805415,8.87804816743498,1.66890761310652,7.86160076840128e-42,3.31190840881586e-41
"BCHE","GSE1460_NAIVE_CD4_TCELL_ADULT_BLOOD_VS_THYMIC_STROMAL_CELL_DN",5.59502702314408,8.01166328400665,-2.41663626086257,8.48358573118608e-40,4.11764283050251e-39
"BCL11A","GSE22313_HEALTHY_VS_SLE_MOUSE_CD4_TCELL_DN",7.2388656233873,9.50072249773525,-2.26185687434795,5.91372877253206e-12,9.38687106751121e-12
"BCL2L12","GSE18893_TCONV_VS_TREG_24H_TNF_STIM_UP",9.68327315649398,8.6265323220486,1.05674083444538,3.67370412460711e-38,1.13037049987911e-37
"BCL6","GSE12366_GC_VS_NAIVE_BCELL_UP",11.5065708022241,12.7802448519025,-1.2736740496784,1.80374508030701e-46,9.65247367299425e-46
"BCL9","GSE45365_WT_VS_IFNAR_KO_CD11B_DC_MCMV_INFECTION_DN",11.7829895660082,10.6685005807815,1.1144889852267,1.30864741480321e-49,5.92007163839546e-49
"BDNF","GSE32423_CTRL_VS_IL7_MEMORY_CD8_TCELL_UP",4.50225600750909,5.7439007326854,-1.24164472517631,1.05467740604668e-27,3.48043543995403e-27
"BDNF","GSE3982_BCELL_VS_TH2_DN",4.50225600750909,5.7439007326854,-1.24164472517631,1.05467740604668e-27,3.48043543995403e-27
"BEGAIN","GSE17301_ACD3_ACD28_VS_ACD3_ACD28_AND_IFNA5_STIM_CD8_TCELL_UP",6.02118240731771,7.61930714812199,-1.59812474080428,8.29207456982041e-26,1.99624017421602e-25
"BEND5","GSE22601_DOUBLE_POSITIVE_VS_CD8_SINGLE_POSITIVE_THYMOCYTE_DN",7.31004555501529,8.41787079526278,-1.10782524024749,1.57381641328241e-34,6.52478054673332e-34
"BEND7","GSE22935_WT_VS_MYD88_KO_MACROPHAGE_DN",8.88028724392505,10.315278454602,-1.43499121067695,6.76406303231053e-31,1.75689948891183e-30
"BEX1","GSE20366_EX_VIVO_VS_HOMEOSTATIC_CONVERSION_TREG_DN",4.65713450070044,6.00190373909598,-1.34476923839554,8.25807070395503e-09,1.20555776700073e-08
"BGN","GSE8621_UNSTIM_VS_LPS_PRIMED_AND_LPS_STIM_MACROPHAGE_UP",15.2219795352151,12.7846772120791,2.437302323136,9.24453602935731e-52,8.36210304473684e-51
"BHLHE41","GSE45365_WT_VS_IFNAR_KO_BCELL_MCMV_INFECTION_DN",10.8386017428875,12.4212121459279,-1.5826104030404,7.61945132273798e-40,2.31002413117929e-39
"BHMT2","GSE22601_IMMATURE_CD4_SINGLE_POSITIVE_VS_DOUBLE_POSITIVE_THYMOCYTE_UP",7.55521180081791,10.3761197338419,-2.82090793302399,6.19928524195603e-43,3.59193880195688e-42
"BICC1","GSE22432_MULTIPOTENT_VS_COMMON_DC_PROGENITOR_UP",9.98651947945871,11.1548168913833,-1.16829741192459,3.61743351159881e-31,1.43250367059313e-30
"BICDL1","GSE37336_LY6C_POS_VS_NEG_NAIVE_CD4_TCELL_UP",10.2546918336718,7.57043428834907,2.68425754532273,3.21149259752423e-59,7.62729491912004e-58
"BIK","HOEK_B_CELL_2011_2012_TIV_ADULT_3DY_UP",9.34029322079306,8.05560587116684,1.28468734962622,3.4301358824411e-28,7.66736256075069e-28
"BIN1","GSE5589_IL6_KO_VS_IL10_KO_LPS_AND_IL6_STIM_MACROPHAGE_45MIN_UP",9.78840654415795,11.1852416202875,-1.39683507612955,3.48743439648205e-32,1.18218115134985e-31
"BIRC5","HOWARD_NK_CELL_INACT_MONOV_INFLUENZA_A_INDONESIA_05_2005_H5N1_AGE_18_49YO_3DY_UP",10.9523754628022,7.08521476656364,3.86716069623856,6.05432299320106e-58,1.32804504366991e-57
"BLM","GSE24634_TEFF_VS_TCONV_DAY7_IN_CULTURE_UP",8.68287559031502,7.14278358147083,1.54009200884419,1.25021675055609e-44,3.47282430710024e-44
"BMP2","GSE2405_0H_VS_24H_A_PHAGOCYTOPHILUM_STIM_NEUTROPHIL_DN",6.34838554250952,8.95958816638422,-2.6112026238747,2.05392303308493e-47,1.20819001946172e-46
"BMP3","GSE17301_ACD3_ACD28_VS_ACD3_ACD28_AND_IFNA2_STIM_CD8_TCELL_UP",3.74613480536796,6.17520596171356,-2.4290711563456,2.39837068155529e-49,2.36239512133196e-48
"BMP4","GSE43863_NAIVE_VS_TH1_EFF_CD4_TCELL_D6_LCMV_UP",8.80454154486372,9.95541684164738,-1.15087529678366,8.85970244903061e-15,1.84815298399133e-14
"BMP5","GSE22601_DOUBLE_NEGATIVE_VS_CD8_SINGLE_POSITIVE_THYMOCYTE_UP",4.60436924245437,8.05703672456284,-3.45266748210847,2.71790663209408e-47,2.16345367914689e-46
"BMP6","GSE13411_PLASMA_CELL_VS_MEMORY_BCELL_UP",7.33416860192173,9.66380920608642,-2.32964060416469,4.40644906282921e-49,2.32231774932891e-48
"BMP8A","GSE9316_IL6_KO_VS_IFNG_KO_INVIVO_EXPANDED_CD4_TCELL_UP",9.05006302218414,6.73519886450167,2.31486415768247,1.39115642824311e-61,5.56462571297244e-60
"BMPER","GSE37532_WT_VS_PPARG_KO_LN_TREG_DN",5.53378089058915,8.57375287842835,-3.0399719878392,2.00678216896524e-49,2.46834206782725e-48
"BMPR1B","GARCIA_PINERES_PBMC_HPV_16_L1_VLP_AGE_18_25YO_STIMULATED_VS_UNSTIMULATED_0DY_VACCINATION_INDEPENDENT_UP",9.82646595493864,8.12543769084671,1.70102826409193,9.13667494609076e-11,1.60204711383509e-10
"BMX","MATSUMIYA_PBMC_MODIFIED_VACCINIA_ANKARA_VACCINE_AGE_18_55YO_VACCINATED_VS_CONTROL_TREATED_IN_VITRO_WITH_WILD_TYPE_MVA_6HR_UP",5.85284981317666,8.74537028456235,-2.89252047138569,7.09190165097844e-60,1.20562328066633e-58
"BNC1","GSE9650_EFFECTOR_VS_MEMORY_CD8_TCELL_DN",4.66219029309294,7.10040602492086,-2.43821573182792,1.05673977440909e-38,6.03851299662336e-38
"BOC","GSE21927_SPLEEN_VS_4T1_TUMOR_MONOCYTE_BALBC_DN",9.72791036528154,12.0216912732324,-2.29378090795086,5.23503927489716e-53,6.41292311174902e-52
"BOK-AS1","OSMAN_BLOOD_CHAD63_KH_AGE_18_50YO_HIGH_DOSE_SUBJECTS_24HR_DN",3.40327028231029,4.7292434341675,-1.32597315185721,8.57557323536372e-34,5.88940103075714e-33
"BOP1","GSE7218_IGM_VS_IGG_SIGNAL_THGOUGH_ANTIGEN_BCELL_UP",11.4259638796341,10.3349540171849,1.0910098624492,2.71579176109593e-35,1.01570611864988e-34
"BPI","GSE34205_HEALTHY_VS_RSV_INF_INFANT_PBMC_DN",4.07673830551517,5.37186306290488,-1.29512475738971,3.49600378723396e-19,7.60000823311731e-19
"BPIFB1","GSE9946_IMMATURE_VS_PROSTAGLANDINE2_TREATED_MATURE_DC_DN",8.38920064077373,7.00724564152844,1.38195499924529,4.56802554231165e-09,7.46110838577569e-09
"BPIFB2","GSE19825_NAIVE_VS_IL2RALOW_DAY3_EFF_CD8_TCELL_UP",6.11989259244594,7.43943976460847,-1.31954717216253,1.12672194142771e-05,1.65694403151133e-05
"BRCA2","HOWARD_NK_CELL_INACT_MONOV_INFLUENZA_A_INDONESIA_05_2005_H5N1_AGE_18_49YO_3DY_UP",9.2015866763972,7.91577899723098,1.28580767916622,2.96997100618588e-39,3.15559419407249e-39
"BRI3BP","MATSUMIYA_BLOOD_MODIFIED_VACCINIA_ANKARA_VACCINE_AGE_4_6MO_VACCINATED_VS_CANDIN_PLACEBO_BCG_PRIMED_1DY_DN",10.9642839621361,9.9172186250375,1.0470653370986,7.43509370721938e-41,2.72620102598044e-40
"BRINP1","GSE2585_CD80_HIGH_VS_LOW_AIRE_KO_MTEC_UP",5.87541020916915,9.06254957336369,-3.18713936419454,3.44617796434473e-30,1.14872598811491e-29
"BRINP2","GSE24634_TREG_VS_TCONV_POST_DAY7_IL4_CONVERSION_UP",5.43090692462402,6.49341656746086,-1.06250964283684,4.75249964591834e-06,5.76060563141617e-06
"BRIP1","GSE15750_DAY6_VS_DAY10_TRAF6KO_EFF_CD8_TCELL_UP",9.0719670268815,7.2749962486971,1.7969707781844,4.32258143610555e-46,8.9125390435166e-46
"BST1","GSE22313_HEALTHY_VS_SLE_MOUSE_CD4_TCELL_DN",7.93543421441791,9.09465130713875,-1.15921709272084,1.40955360140737e-26,3.27803163117994e-26
"BST2","GSE14415_INDUCED_VS_NATURAL_TREG_DN",13.1921112483023,12.1917985070678,1.0003127412345,2.71274618024805e-14,4.02464802151555e-14
"BTNL9","GSE18791_UNSTIM_VS_NEWCATSLE_VIRUS_DC_2H_UP",7.90493176316712,12.1938367293972,-4.28890496623008,5.21262652242657e-65,3.12757591345594e-63
"BUB1","HOWARD_NK_CELL_INACT_MONOV_INFLUENZA_A_INDONESIA_05_2005_H5N1_AGE_18_49YO_3DY_UP",10.2597921315842,7.07399045471166,3.18580167687254,7.36146477492203e-61,3.85061234380537e-60
"BUB1B","HOWARD_NK_CELL_INACT_MONOV_INFLUENZA_A_INDONESIA_05_2005_H5N1_AGE_18_49YO_3DY_UP",9.60908945612131,6.78596693969768,2.82312251642363,1.40250035209628e-57,2.72485782692991e-57
"BVES","GSE22935_WT_VS_MYD88_KO_MACROPHAGE_DN",7.3419469228568,8.85758010046013,-1.51563317760333,1.17022954467142e-42,4.50088286412083e-42
"BVES-AS1","GSE43863_NAIVE_VS_TFH_CD4_EFF_TCELL_D6_LCMV_DN",3.94872843281083,5.26623299189646,-1.31750455908563,1.25690498752395e-44,1.27675085574801e-43
"C10orf90","GSE10273_LOW_IL7_VS_HIGH_IL7_AND_IRF4_IN_IRF4_8_NULL_PRE_BCELL_UP",4.12699945945293,7.60280359628484,-3.47580413683191,4.13859879512178e-52,3.59878156097546e-51
"C11orf87","GSE40274_FOXP3_VS_FOXP3_AND_SATB1_TRANSDUCED_ACTIVATED_CD4_TCELL_UP",3.29168898292941,4.43353177857726,-1.14184279564785,4.90209154731738e-40,2.4147339844193e-39
"C12orf54","GSE46606_UNSTIM_VS_CD40L_IL2_IL5_3DAY_STIMULATED_IRF4_KO_BCELL_UP",4.04557079336643,5.21703116802828,-1.17146037466185,8.08519259839796e-47,9.19690658067768e-46
"C14orf132","GSE39556_UNTREATED_VS_3H_POLYIC_INJ_MOUSE_NK_CELL_UP",10.0849371244034,11.1313896445824,-1.046452520179,2.81999484367978e-21,6.37703379423041e-21
"C14orf180","GSE41978_KLRG1_HIGH_VS_LOW_EFFECTOR_CD8_TCELL_DN",3.71821563382826,8.23913670621597,-4.52092107238771,6.73280855287178e-52,1.03581670044181e-50
"C15orf48","GSE45365_WT_VS_IFNAR_KO_CD11B_DC_MCMV_INFECTION_DN",8.05289327870292,6.7453309061809,1.30756237252202,7.43339472565675e-20,1.72237194862778e-19
"C16orf89","GSE37301_HEMATOPOIETIC_STEM_CELL_VS_MULTIPOTENT_PROGENITOR_UP",7.52402618426596,10.4853123351905,-2.96128615092454,5.47065070040711e-33,2.54448869786377e-32
"C19orf48P","GSE18893_TCONV_VS_TREG_24H_TNF_STIM_UP",11.4143989790053,10.3655311696197,1.0488678093856,1.02950577994374e-34,2.82056378066779e-34
"C1GALT1C1L","GSE45365_HEALTHY_VS_MCMV_INFECTION_BCELL_IFNAR_KO_DN",5.45299351004471,6.86626633554704,-1.41327282550233,2.38101813590404e-44,1.86671821854877e-43
"C1QL2","GSE23984_CTRL_VS_HYPOCALEMIC_VITAMIND_ANALOG_TCELL_DN",3.51759387231395,5.54171070259081,-2.02411683027686,1.06668513627282e-23,3.28210811160868e-23
"C1QL2","GSE27786_NKTCELL_VS_ERYTHROBLAST_DN",3.51759387231395,5.54171070259081,-2.02411683027686,1.06668513627282e-23,3.28210811160868e-23
"C1QTNF1","GSE20715_0H_VS_24H_OZONE_LUNG_DN",10.4096043384811,11.6312669019963,-1.2216625635152,1.45253517889673e-22,3.85406000800598e-22
"C1QTNF6","GSE45365_WT_VS_IFNAR_KO_BCELL_DN",11.0235314747472,8.93552395590701,2.08800751884019,3.82747072079628e-56,1.73147484988403e-55
"C1QTNF7","GSE41176_UNSTIM_VS_ANTI_IGM_STIM_TAK1_KO_BCELL_3H_DN",6.32076204654946,8.72336828004768,-2.40260623349822,4.47533731394109e-37,2.18309137265419e-36
"C1QTNF9","GSE13306_RA_VS_UNTREATED_TCONV_UP",3.73011629815431,6.12504907037285,-2.39493277221854,8.38398677904125e-64,5.56137789676403e-62
"C1orf115","GSE36476_CTRL_VS_TSST_ACT_72H_MEMORY_CD4_TCELL_OLD_UP",11.1237072363101,12.6091591103499,-1.4854518740398,3.67604384100489e-40,2.27455212662178e-39
"C1orf35","GSE21670_UNTREATED_VS_TGFB_IL6_TREATED_CD4_TCELL_UP",10.2891726852893,9.23228666427787,1.05688602101143,4.57933895271866e-40,1.31912301175329e-39
"C20orf204","GSE9960_GRAM_NEG_VS_GRAM_POS_SEPSIS_PBMC_UP",6.59934004617911,5.21269488938952,1.38664515678959,3.07004436861795e-39,2.14903105803257e-38
"C21orf58","GSE18893_TCONV_VS_TREG_24H_TNF_STIM_UP",8.93910518590711,7.52451505289901,1.4145901330081,9.68458287695263e-51,5.09714888260665e-50
"C22orf23","GSE45365_WT_VS_IFNAR_KO_BCELL_MCMV_INFECTION_DN",6.36940575591552,7.81985137864222,-1.4504456227267,1.02282184159854e-37,3.00552264223572e-37
"C2CD2","GSE33425_CD161_HIGH_VS_INT_CD8_TCELL_DN",10.9846050138106,12.1916367790504,-1.2070317652398,1.73915650908015e-34,7.40066599608573e-34
"C2CD4B","FLETCHER_PBMC_BCG_10W_INFANT_PPD_STIMULATED_VS_UNSTIMULATED_10W_UP",5.46772776955892,7.26151253815729,-1.79378476859837,4.61854066756534e-21,1.22255488259082e-20
"C2CD6","GSE16450_CTRL_VS_IFNA_12H_STIM_IMMATURE_NEURON_CELL_LINE_DN",4.86827504439682,6.01753729897768,-1.14926225458086,1.53148040418504e-32,6.46625059544795e-32
"C2orf88","GSE12366_GC_VS_NAIVE_BCELL_UP",6.86518223723984,9.68627571507169,-2.82109347783185,1.54099168516615e-57,2.17940252616356e-56
"C3","GOLDRATH_EFF_VS_MEMORY_CD8_TCELL_UP",14.4167915773734,15.8883999724417,-1.4716083950683,3.2608017495265e-26,6.72330257634329e-26
"C3orf36","GSE25123_WT_VS_PPARG_KO_MACROPHAGE_ROSIGLITAZONE_STIM_DN",5.09581963158284,4.05816966583385,1.03764996574899,7.21983974824341e-37,3.75431666908657e-36
"C3orf52","GSE21670_UNTREATED_VS_TGFB_IL6_TREATED_CD4_TCELL_UP",9.4778894079007,8.33283174469409,1.14505766320661,2.83404761286963e-20,5.41555632954296e-20
"C3orf80","GSE8921_UNSTIM_VS_TLR1_2_STIM_MONOCYTE_3H_UP",7.65840905441165,5.95842033081647,1.69998872359518,2.13514608994016e-46,1.63420796883881e-45
"C4A","GSE3720_UNSTIM_VS_PMA_STIM_VD1_GAMMADELTA_TCELL_UP",11.2285887128198,10.1647453618395,1.0638433509803,1.02845537372347e-07,1.75442387282239e-07
"C4B","GSE32423_IL7_VS_IL4_MEMORY_CD8_TCELL_DN",11.3526688461353,10.3204234984219,1.0322453477134,1.40893200505838e-07,2.18439070551687e-07
"C4BPA","GSE2405_0H_VS_3H_A_PHAGOCYTOPHILUM_STIM_NEUTROPHIL_DN",4.24012100206048,7.60140103405518,-3.3612800319947,2.62306468607386e-38,1.12905827791875e-37
"C4BPB","HOFT_CD4_POSITIVE_ALPHA_BETA_MEMORY_T_CELL_BCG_VACCINE_AGE_18_45YO_ID_56D_TOP_100_DEG_AFTER_IN_VITRO_RE_STIMULATION_UP",4.80458020435178,5.9383628002268,-1.13378259587502,5.20146864325968e-17,1.09230841508453e-16
"C4orf19","GSE7831_1H_VS_4H_CPG_STIM_PDC_DN",7.64022207768317,8.75454402721763,-1.11432194953446,1.81703732738301e-13,3.54412231182627e-13
"C5AR2","GSE22313_HEALTHY_VS_SLE_MOUSE_CD4_TCELL_DN",10.120399491516,8.66136420590691,1.45903528560909,5.84026457490594e-14,9.65332987587759e-14
"C6","GSE9509_LPS_VS_LPS_AND_IL10_STIM_IL10_KO_MACROPHAGE_10MIN_UP",5.49845897580223,8.26305859692334,-2.76459962112111,5.42164268559476e-28,1.54129556347622e-27
"C6orf15","GSE25088_WT_VS_STAT6_KO_MACROPHAGE_DN",4.06825709705578,5.61743038588488,-1.5491732888291,2.65960525446843e-16,4.57914643812826e-16
"C7","GSE25088_WT_VS_STAT6_KO_MACROPHAGE_DN",8.73115927280329,11.9426558299695,-3.21149655716621,3.51391434677137e-35,8.91993641872733e-35
"C8orf34","GSE2405_HEAT_KILLED_VS_LIVE_A_PHAGOCYTOPHILUM_STIM_NEUTROPHIL_9H_DN",4.92923994443001,6.71488211887331,-1.7856421744433,4.20101869907606e-38,2.15436856362875e-37
"C8orf34","GSE2770_IL12_VS_IL4_TREATED_ACT_CD4_TCELL_48H_UP",4.92923994443001,6.71488211887331,-1.7856421744433,4.20101869907606e-38,2.15436856362875e-37
"C8orf34-AS1","GSE45365_NK_CELL_VS_CD8_TCELL_DN",3.85935114313976,5.35729811806064,-1.49794697492088,2.83879594396018e-26,1.01768156481591e-25
"C8orf88","GSE21927_SPLEEN_VS_4T1_TUMOR_MONOCYTE_BALBC_DN",4.72266934665479,6.60607717534426,-1.88340782868947,6.63660327299493e-62,3.25193560376752e-60
"C9orf163","GSE6566_STRONG_VS_WEAK_DC_STIMULATED_CD4_TCELL_UP",5.52934633145666,4.44678759943891,1.08255873201775,4.92780563521647e-38,3.46771507663381e-37
"CA11","OVSYANNIKOVA_PBMC_FLUARIX_AGE_50_74YO_COMMON_WITH_BOTH_HAI_AND_VNA_28DY_VS_0DY_USED_IN_HAI_AND_VNA_RESPONSE_MODELS_DN",7.90623117714479,9.19304020398035,-1.28680902683556,6.32896415704175e-18,1.13921354826752e-17
"CA12","GSE10239_NAIVE_VS_KLRG1HIGH_EFF_CD8_TCELL_DN",14.3784729696013,13.0021108514602,1.3763621181411,1.91524937835468e-16,3.37287279904939e-16
"CA3","GSE4748_CTRL_VS_LPS_AND_CYANOBACTERIUM_LPSLIKE_STIM_DC_3H_DN",5.56485991802877,9.20001814796886,-3.63515822994009,7.76554766354437e-55,9.70693457943047e-54
"CA4","GSE29615_CTRL_VS_DAY7_LAIV_FLU_VACCINE_PBMC_UP",3.88666728628222,9.8090805871666,-5.92241330088438,9.71026009273031e-66,9.3218496890211e-64
"CA6","OVSYANNIKOVA_PBMC_FLUARIX_AGE_50_74YO_COMMON_WITH_BOTH_HAI_AND_VNA_28DY_VS_0DY_USED_IN_HAI_AND_VNA_RESPONSE_MODELS_DN",3.31928002823228,5.63044466610827,-2.31116463787599,3.72620679913186e-31,8.38396529804668e-31
"CAB39L","GSE14415_ACT_VS_CTRL_NATURAL_TREG_UP",10.7591813962132,12.1642231836427,-1.4050417874295,3.38199571236097e-47,2.66368158730441e-46
"CABP1","GSE29614_CTRL_VS_TIV_FLU_VACCINE_PBMC_2007_DN",5.17394867267238,6.84115620896271,-1.66720753629033,1.31474710378671e-51,6.57373551893353e-51
"CACFD1","GSE24671_BAKIMULC_VS_SENDAI_VIRUS_INFECTED_MOUSE_SPLENOCYTES_UP",11.4121070040814,10.0770254566561,1.3350815474253,1.45149569616971e-43,7.2211910884443e-43
"CACHD1","GSE37532_VISCERAL_ADIPOSE_TISSUE_VS_LN_DERIVED_PPARG_KO_TCONV_CD4_TCELL_DN",9.39012510182021,11.8740844018472,-2.48395930002699,1.48568274811033e-63,1.07232702775751e-61
"CACNA1G","GSE8921_UNSTIM_VS_TLR1_2_STIM_MONOCYTE_3H_UP",5.67412310724765,7.01709866997305,-1.3429755627254,9.59468612282881e-21,2.38667817305367e-20
"CACNA2D1","GSE10273_LOW_IL7_VS_HIGH_IL7_AND_IRF4_IN_IRF4_8_NULL_PRE_BCELL_UP",9.18399392812305,10.8498298964725,-1.66583596834945,2.43783945031076e-44,1.31775105422203e-43
"CACNB3","GSE17301_ACD3_ACD28_VS_ACD3_ACD28_AND_IFNA5_STIM_CD8_TCELL_UP",11.1785361074331,10.023536934118,1.1549991733151,6.43276431067626e-47,2.98664057281398e-46
"CACNB4","GSE23505_IL6_IL1_IL23_VS_IL6_IL1_TGFB_TREATED_CD4_TCELL_DN",6.76959510935617,8.21887491865399,-1.44927980929782,1.01357120572406e-27,3.41865542269642e-27
